,LOCATION,PLOT #,REP,BLOCK _by_REP,IBLK,ENTRY,Row,Col,VARIETY,AD ,HT ,YIELD ,TSTWT ,TKWT,SPSM,KPS,KPSM,eps,cdo549,bcd907,barc57           ,barc12           ,tam055tam61,cdo395,barc86           ,ksuA6,cdo638,barc67 ,cmwg680bcd366,bcd1380,bcd1555,bcd141,bcd22,bcd372,bcd361,gwm155           
1306,MD00,5180,1,7,7,58,4,25,CCW3A64,20,137.16,3.118,80.316,36.3909,353.0065,24.3,8578.057,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1410,MD00,5244,2,4,12,58,6,13,CCW3A64,18,132.08,3.299,76.084,33.8017,412.3434,23.7,9772.539,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1514,MD00,5371,3,5,21,58,11,11,CCW3A64,22,129.54,2.869,76.36,32.6511,316.4826,27.8,8798.216,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1618,MD00,5455,4,4,28,58,14,10,CCW3A64,19,116.84,2.278,73.232,33.22,228.8459,30,6865.377,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1722,MD01,5123,1,2,2,58,1,23,CCW3A64,27,101.6,4.036,78.936,36.4368,424.4583,26.1,11078.362,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1826,MD01,5389,2,7,15,58,8,16,CCW3A64,31,116.84,4.887,79.856,36.993,461.9705,28.6,13212.357,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
1930,MD01,5514,3,2,18,58,9,14,CCW3A64,37,116.84,5.039,79.488,34.4038,552.706,26.5,14646.709,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2034,MD01,5779,4,7,31,58,16,26,CCW3A64,31,116.84,4.326,79.12,35.3622,392.0863,31.2,12233.092,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2138,SD00,5198,1,8,8,58,4,7,CCW3A64,29,109.22,4.451,79.488,32.1888,594.277,23.3,13846.654,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2242,SD00,5249,2,4,12,58,6,8,CCW3A64,31,111.76,4.623,79.304,31.5837,663.1279,22.1,14655.127,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2346,SD00,5353,3,4,20,58,10,8,CCW3A64,31,111.76,4.542,78.384,31.3786,703.5738,20.6,14493.62,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2450,SD00,5454,4,4,28,58,14,11,CCW3A64,32,106.68,3.521,76.728,25.3946,531.8793,26.1,13882.05,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2554,SD01,5163,1,5,5,58,3,3,CCW3A64,45,91.44,1.769,69.736,23.4437,257.5885,29.3,7547.344,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2658,SD01,5371,2,6,14,58,6,6,CCW3A64,46,78.74,1.174,66.976,22.4142,195.4349,26.8,5237.655,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2762,SD01,5508,3,1,17,58,8,25,CCW3A64,45,104.14,2.778,74.52,27.9387,305.0643,32.6,9945.095,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
2866,SD01,5761,4,5,29,58,13,13,CCW3A64,46,93.98,2.314,73.784,28.6099,286.8513,28.2,8089.207,-1,1,1,1,-1,.,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1
59,LIN00,5166,1,6,6,59,6,13,CCW3A65,12,93.98,4.005,76.912,33.7094,508.3276,23.4,11894.865,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
163,LIN00,5287,2,7,15,59,15,5,CCW3A65,16,99.06,3.047,77.28,32.765,508.8385,18.3,9311.745,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
267,LIN00,5410,3,8,24,59,24,3,CCW3A65,16,104.14,3.36,76.176,24.8072,608.068,22.3,13559.916,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
371,LIN00,5427,4,2,26,59,26,12,CCW3A65,15,99.06,3.991,76.36,31.567,652.5527,19.4,12659.522,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
475,LIN01,5145,1,4,4,59,2,8,CCW3A65,22,101.6,4.487,78.752,35.5843,494.5285,25.5,12610.478,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
579,LIN01,5342,2,4,12,59,6,11,CCW3A65,22,106.68,5.049,80.592,37.9644,473.2951,28.1,13299.592,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
683,LIN01,5509,3,1,17,59,9,9,CCW3A65,20,99.06,4.901,80.776,36.3992,511.9715,26.3,13464.851,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
787,LIN01,5767,4,6,30,59,15,15,CCW3A65,22,101.6,5.083,80.592,37.3208,513.9282,26.5,13619.098,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
891,LIN99,5159,1,1,1,59,3,7,CCW3A65,31,114.3,1.388,76.544,34.265,173.268,23.4,4054.471,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
995,LIN99,5344,2,1,2,59,6,9,CCW3A65,31,109.22,2.053,76.36,33.436,291.3255,21.1,6146.968,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
1099,LIN99,5560,3,1,3,59,11,8,CCW3A65,-,111.76,1.835,74.704,36.7621,201.4536,24.8,4996.049,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
1203,LIN99,5702,4,1,4,59,13,2,CCW3A65,-,109.22,1.566,74.336,37.2461,164.3991,25.6,4208.618,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
1307,MD00,5122,1,2,2,59,1,22,CCW3A65,18,127,3.84,76.36,32.9912,515.6733,22.6,11654.216,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
1411,MD00,5288,2,7,15,59,8,21,CCW3A65,17,132.08,3.944,75.992,35.6019,513.5421,21.6,11092.51,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
1515,MD00,5404,3,8,24,59,12,9,CCW3A65,21,119.38,2.402,75.072,32.4821,220.372,33.6,7404.499,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
1619,MD00,5414,4,1,25,59,13,2,CCW3A65,19,129.54,3.454,79.304,31.2908,361.1508,30.6,11051.216,-1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1
